date,platform,campaign_type,audience,region,spend,impressions,clicks,conversions,revenue
2025-04-11,Google Ads,Search,Prospecting,West,1214.63,43829,1538,81,8642.0
2025-04-11,Meta Ads,Social,Retargeting,West,531.76,29376,688,50,6044.92
2025-04-12,YouTube Ads,Display,Prospecting,East,1191.33,125107,1709,33,2769.53
2025-04-12,Google Ads,Search,Prospecting,North,282.2,5168,232,26,3674.52
2025-04-12,Meta Ads,Social,Retargeting,South,374.46,21951,474,59,7331.87
2025-04-13,Google Ads,Display,Prospecting,North,869.24,16754,807,42,4175.91
2025-04-13,LinkedIn Ads,Display,Retargeting,East,172.12,6213,97,6,626.78
2025-04-13,Google Ads,Display,Lookalike,South,683.29,13298,532,51,4301.51
2025-04-13,YouTube Ads,Social,Retargeting,East,360.65,31672,470,10,1093.49
2025-04-14,Google Ads,Display,Prospecting,East,747.65,16457,543,23,2445.15
2025-04-14,YouTube Ads,Search,Lookalike,West,347.43,48964,823,36,3281.33
2025-04-14,LinkedIn Ads,Social,Prospecting,South,922.27,28728,490,6,773.88
2025-04-15,Meta Ads,Search,Lookalike,West,708.85,82717,1127,89,12280.43
2025-04-15,LinkedIn Ads,Social,Prospecting,South,1739.44,90151,935,58,6641.44
2025-04-15,LinkedIn Ads,Social,Lookalike,East,703.07,12857,291,20,2189.97
2025-04-16,YouTube Ads,Search,Prospecting,East,424.73,36756,688,23,2825.08
2025-04-16,Google Ads,Display,Prospecting,West,596.22,13263,652,58,6649.5
2025-04-16,Meta Ads,Social,Retargeting,South,292.17,16324,358,34,3247.71
2025-04-16,Google Ads,Search,Prospecting,West,911.48,25961,720,69,7124.37
2025-04-17,Meta Ads,Search,Prospecting,South,1027.09,76325,1557,100,10966.42
2025-04-17,Google Ads,Social,Lookalike,South,3484.42,88817,3115,284,33928.73
2025-04-17,Meta Ads,Social,Lookalike,South,467.26,48331,887,42,4837.06
2025-04-18,Meta Ads,Social,Prospecting,East,588.17,29121,862,65,7721.13
2025-04-18,Meta Ads,Search,Existing Customers,East,481.47,20290,668,60,5673.44
2025-04-18,Meta Ads,Display,Lookalike,North,803.48,45292,1086,79,10030.94
2025-04-19,LinkedIn Ads,Video,Existing Customers,West,897.11,19594,352,18,2236.8
2025-04-19,LinkedIn Ads,Social,Lookalike,West,676.13,19008,271,11,1770.44
2025-04-19,Meta Ads,Social,Lookalike,North,1418.27,70713,2055,180,19444.06
2025-04-19,Meta Ads,Video,Retargeting,West,468.74,27887,622,31,3745.49
2025-04-20,YouTube Ads,Video,Lookalike,East,1328.88,137086,1952,66,10951.11
2025-04-20,Google Ads,Social,Existing Customers,North,993.37,22978,877,72,9214.07
2025-04-20,Google Ads,Video,Prospecting,South,694.55,18223,574,43,4892.65
2025-04-21,Google Ads,Video,Prospecting,West,570.42,14219,511,28,2722.59
2025-04-21,Meta Ads,Display,Prospecting,South,3389.42,307676,5221,241,34344.62
2025-04-21,Meta Ads,Social,Existing Customers,West,411.59,19660,526,55,5591.69
2025-04-22,LinkedIn Ads,Search,Retargeting,South,849.58,21908,387,34,4171.4
2025-04-22,Meta Ads,Search,Lookalike,North,429.85,20699,561,45,4791.42
2025-04-22,Google Ads,Social,Lookalike,South,2234.41,57294,1934,106,11828.75
2025-04-23,YouTube Ads,Social,Existing Customers,East,1245.78,154064,2255,87,8397.13
2025-04-23,LinkedIn Ads,Social,Prospecting,East,450.41,13682,198,14,1948.47
2025-04-23,Google Ads,Social,Lookalike,West,976.79,22951,921,56,6159.98
2025-04-23,Meta Ads,Social,Existing Customers,North,827.64,79612,1496,118,11868.28
2025-04-24,Google Ads,Display,Prospecting,West,500.33,12755,409,31,4264.0
2025-04-24,Google Ads,Search,Lookalike,East,1145.83,27423,960,113,11969.59
2025-04-24,Google Ads,Search,Prospecting,North,901.56,19121,684,97,11739.22
2025-04-25,YouTube Ads,Display,Retargeting,West,805.36,137035,1512,49,6377.13
2025-04-25,Meta Ads,Display,Retargeting,South,681.18,33121,699,31,3829.51
2025-04-25,Meta Ads,Video,Prospecting,East,926.36,53849,1367,67,5055.86
2025-04-26,LinkedIn Ads,Video,Prospecting,East,812.55,23134,389,9,1147.65
2025-04-26,Meta Ads,Video,Prospecting,North,727.41,56040,1184,35,3961.61
2025-04-26,YouTube Ads,Social,Prospecting,North,461.47,67983,1050,23,2508.78
2025-04-26,LinkedIn Ads,Social,Retargeting,East,2104.91,38985,686,59,6669.16
2025-04-27,Meta Ads,Search,Prospecting,South,353.65,21559,394,26,2236.5
2025-04-27,Meta Ads,Social,Prospecting,North,924.31,53348,1166,70,8292.14
2025-04-27,YouTube Ads,Video,Lookalike,North,568.46,63047,1131,28,2532.35
2025-04-28,LinkedIn Ads,Social,Lookalike,West,2196.86,45982,685,36,3954.78
2025-04-28,YouTube Ads,Social,Retargeting,North,389.09,50634,710,85,10014.08
2025-04-28,Google Ads,Search,Existing Customers,North,434.05,14436,394,55,7979.36
2025-04-29,YouTube Ads,Search,Prospecting,East,372.67,28757,511,15,1503.7
2025-04-29,Meta Ads,Search,Lookalike,North,863.79,49914,1080,46,6491.91
2025-04-29,Google Ads,Search,Prospecting,East,286.75,5827,175,12,1584.52
2025-04-30,Meta Ads,Video,Lookalike,East,512.88,30624,685,31,3325.39
2025-04-30,Meta Ads,Social,Existing Customers,East,172.78,14451,256,11,1129.11
2025-04-30,Google Ads,Display,Lookalike,South,818.4,27014,785,56,4984.63
2025-04-30,Meta Ads,Display,Retargeting,West,505.7,55807,944,100,11989.16
2025-05-01,LinkedIn Ads,Search,Retargeting,East,266.09,7809,116,19,1932.85
2025-05-01,Google Ads,Search,Prospecting,South,1417.61,22960,1026,102,13932.02
2025-05-01,Meta Ads,Display,Lookalike,North,299.2,19606,378,17,1747.07
2025-05-02,Meta Ads,Search,Lookalike,South,1175.08,68002,1627,155,15312.13
2025-05-02,Google Ads,Video,Existing Customers,North,443.81,15045,453,37,4763.44
2025-05-02,YouTube Ads,Search,Retargeting,North,1982.48,191655,3296,138,14165.86
2025-05-03,LinkedIn Ads,Display,Prospecting,South,1139.44,26997,404,14,1612.15
2025-05-03,Google Ads,Display,Retargeting,North,363.53,8369,295,29,3849.69
2025-05-03,YouTube Ads,Search,Prospecting,North,385.67,42725,647,10,1171.1
2025-05-03,YouTube Ads,Search,Prospecting,South,1037.61,89097,2032,66,7733.71
2025-05-04,Google Ads,Video,Prospecting,East,590.24,11401,447,27,3204.7
2025-05-04,LinkedIn Ads,Search,Lookalike,North,627.04,26641,431,30,2535.73
2025-05-04,Google Ads,Social,Prospecting,South,1600.44,33061,1309,92,11228.88
2025-05-05,YouTube Ads,Social,Prospecting,North,430.28,22322,492,11,1296.67
2025-05-05,Meta Ads,Search,Prospecting,North,742.8,80027,1313,90,11796.49
2025-05-05,Meta Ads,Display,Existing Customers,North,1301.91,99395,1879,95,12917.81
2025-05-06,Google Ads,Display,Lookalike,South,1184.42,30740,1031,96,10691.03
2025-05-06,YouTube Ads,Social,Prospecting,East,631.02,84225,1172,24,3205.99
2025-05-06,Google Ads,Display,Prospecting,West,580.15,12953,427,26,2853.05
2025-05-06,Google Ads,Search,Retargeting,East,226.07,6576,182,23,2747.32
2025-05-07,Google Ads,Search,Prospecting,East,352.31,6635,299,29,3172.58
2025-05-07,LinkedIn Ads,Social,Retargeting,West,860.93,22679,316,28,3452.73
2025-05-07,Google Ads,Video,Retargeting,South,639.99,16439,555,42,4545.37
2025-05-08,YouTube Ads,Search,Existing Customers,West,734.94,42083,762,32,4999.31
2025-05-08,Meta Ads,Search,Prospecting,West,1375.53,85235,1865,140,21183.75
2025-05-08,Google Ads,Social,Lookalike,East,323.54,9304,273,14,1830.23
2025-05-09,Google Ads,Display,Prospecting,West,600.38,24985,686,48,6851.68
2025-05-09,Google Ads,Search,Existing Customers,North,791.35,22364,751,107,10087.71
2025-05-09,Meta Ads,Social,Existing Customers,West,442.91,26670,512,36,3476.46
2025-05-10,LinkedIn Ads,Display,Lookalike,East,1774.97,49043,916,38,4150.05
2025-05-10,Google Ads,Social,Retargeting,North,1263.53,57066,1552,169,19560.42
2025-05-10,LinkedIn Ads,Search,Prospecting,North,845.28,16797,350,16,1782.92
2025-05-10,Google Ads,Search,Lookalike,East,2246.95,43906,1569,119,10167.55
2025-05-11,LinkedIn Ads,Social,Lookalike,South,264.22,5852,109,5,678.64
2025-05-11,YouTube Ads,Social,Prospecting,South,696.49,65168,1267,46,7073.68
2025-05-11,LinkedIn Ads,Video,Retargeting,South,888.2,29935,498,30,4141.73
2025-05-12,Meta Ads,Social,Retargeting,West,386.3,25847,499,31,4170.72
2025-05-12,LinkedIn Ads,Display,Lookalike,South,851.11,19559,319,16,1905.12
2025-05-12,Google Ads,Video,Lookalike,North,340.97,11654,394,27,2695.3
2025-05-13,Google Ads,Social,Retargeting,South,1096.57,23089,795,140,16282.77
2025-05-13,Google Ads,Social,Retargeting,North,1392.25,35535,1071,134,20488.68
2025-05-13,Meta Ads,Video,Prospecting,East,835.56,63329,968,56,6085.2
2025-05-13,LinkedIn Ads,Search,Prospecting,West,209.93,4917,80,4,427.24
2025-05-14,Meta Ads,Display,Prospecting,West,373.41,19896,467,32,4317.81
2025-05-14,YouTube Ads,Display,Lookalike,East,1010.44,104277,1603,40,5445.05
2025-05-14,Google Ads,Search,Retargeting,West,709.71,12363,537,68,6782.17
2025-05-15,LinkedIn Ads,Social,Retargeting,South,121.51,2657,68,2,220.59
2025-05-15,Google Ads,Search,Prospecting,East,1570.14,43264,1736,132,13987.47
2025-05-15,Google Ads,Search,Prospecting,North,765.02,16663,748,75,8719.08
2025-05-16,LinkedIn Ads,Social,Retargeting,East,411.04,8469,175,19,2562.46
2025-05-16,YouTube Ads,Search,Prospecting,East,1336.49,106145,2166,83,8343.78
2025-05-16,Meta Ads,Display,Prospecting,North,450.64,19350,594,26,3499.96
2025-05-17,Google Ads,Video,Lookalike,East,447.46,7825,325,13,1518.79
2025-05-17,Meta Ads,Display,Prospecting,East,883.6,40868,1021,51,8000.44
2025-05-17,Google Ads,Search,Prospecting,South,2227.77,66023,2227,184,22215.97
2025-05-17,YouTube Ads,Search,Retargeting,East,2011.05,224128,3337,152,17214.83
2025-05-18,LinkedIn Ads,Search,Lookalike,South,884.39,24914,422,31,3885.69
2025-05-18,Google Ads,Search,Prospecting,South,945.42,21640,847,58,6318.02
2025-05-18,Google Ads,Video,Lookalike,North,1170.93,31454,967,66,5457.22
2025-05-19,Google Ads,Social,Existing Customers,South,309.22,13721,464,55,6573.83
2025-05-19,YouTube Ads,Search,Lookalike,West,1063.99,127024,1247,51,5629.72
2025-05-19,Meta Ads,Display,Retargeting,West,434.39,18367,551,55,4748.61
2025-05-20,LinkedIn Ads,Social,Lookalike,East,861.0,22833,395,18,2046.34
2025-05-20,Meta Ads,Search,Retargeting,East,603.79,25795,616,61,4745.31
2025-05-20,Meta Ads,Search,Retargeting,East,969.58,49788,1424,183,19899.72
2025-05-20,Google Ads,Social,Retargeting,South,755.85,17405,643,102,12177.24
2025-05-21,YouTube Ads,Display,Prospecting,South,94.97,9099,177,2,233.49
2025-05-21,Google Ads,Search,Prospecting,East,786.32,18757,525,39,4196.43
2025-05-21,Meta Ads,Video,Retargeting,West,1062.61,44315,1501,68,7715.31
2025-05-22,Meta Ads,Video,Prospecting,South,935.36,47393,1268,52,5246.12
2025-05-22,Meta Ads,Display,Retargeting,East,654.85,32831,750,42,4838.18
2025-05-22,YouTube Ads,Search,Retargeting,South,2035.48,164859,3196,148,17174.74
2025-05-23,Google Ads,Search,Existing Customers,South,857.03,26516,752,93,9923.02
2025-05-23,Meta Ads,Video,Prospecting,South,930.36,51804,1082,39,4672.92
2025-05-23,Meta Ads,Social,Retargeting,North,1380.22,44758,1277,108,12928.26
2025-05-23,Meta Ads,Social,Retargeting,South,886.04,74425,1170,72,8064.59
2025-05-24,Google Ads,Display,Prospecting,East,390.48,8601,333,21,3330.16
2025-05-24,Google Ads,Search,Prospecting,East,143.48,3141,121,9,1012.21
2025-05-24,Google Ads,Display,Prospecting,West,513.35,7256,362,16,1759.58
2025-05-25,Google Ads,Video,Prospecting,North,1147.91,41752,1099,93,9987.91
2025-05-25,Meta Ads,Display,Prospecting,West,556.44,27489,808,36,3510.83
2025-05-25,Meta Ads,Social,Retargeting,West,1178.32,105216,2093,119,15154.19
2025-05-26,Meta Ads,Video,Retargeting,South,771.05,63746,1294,85,8725.04
2025-05-26,Meta Ads,Social,Prospecting,South,1616.99,138196,2440,137,14354.44
2025-05-26,Meta Ads,Display,Prospecting,South,577.78,44782,810,38,4001.84
2025-05-27,Google Ads,Display,Prospecting,East,948.64,16526,622,29,2820.86
2025-05-27,Meta Ads,Display,Retargeting,West,972.53,68858,1240,127,10602.02
2025-05-27,Google Ads,Search,Prospecting,East,1857.75,46738,1869,139,14826.72
2025-05-27,Google Ads,Search,Retargeting,East,230.85,7276,226,32,4183.04
2025-05-28,Meta Ads,Search,Prospecting,East,519.63,32740,579,45,5334.55
2025-05-28,Meta Ads,Social,Prospecting,North,1215.14,70429,1409,80,11447.23
2025-05-28,Google Ads,Social,Existing Customers,East,1912.02,44505,1655,233,32340.07
2025-05-29,Meta Ads,Social,Prospecting,North,818.22,58293,1220,73,9083.49
2025-05-29,Meta Ads,Social,Prospecting,West,578.72,30313,671,34,5062.18
2025-05-29,LinkedIn Ads,Display,Prospecting,West,1145.05,27398,559,27,3057.79
2025-05-30,Meta Ads,Video,Existing Customers,East,1231.19,60077,1606,71,8905.26
2025-05-30,Meta Ads,Search,Retargeting,South,554.08,25714,535,56,6428.44
2025-05-30,Google Ads,Display,Retargeting,East,867.64,25170,730,52,7424.98
2025-05-30,LinkedIn Ads,Display,Existing Customers,East,1507.82,38963,711,27,3354.72
2025-05-31,Meta Ads,Social,Prospecting,East,2391.98,129923,3111,170,17566.27
2025-05-31,Meta Ads,Search,Existing Customers,East,1134.3,100393,1698,135,18309.3
2025-05-31,Meta Ads,Display,Prospecting,North,720.37,66751,1251,36,3611.06
2025-06-01,Meta Ads,Video,Retargeting,North,675.82,43407,839,45,5607.11
2025-06-01,Meta Ads,Display,Retargeting,South,1005.65,55115,1168,89,10897.97
2025-06-01,LinkedIn Ads,Video,Prospecting,East,649.3,18094,284,13,1450.68
2025-06-02,YouTube Ads,Video,Existing Customers,South,791.83,85115,1450,34,4596.78
2025-06-02,YouTube Ads,Social,Prospecting,East,351.94,63012,708,20,1764.4
2025-06-02,Meta Ads,Social,Existing Customers,South,1626.47,139776,2314,175,22289.4
2025-06-03,Meta Ads,Social,Prospecting,West,333.61,24473,507,18,1920.06
2025-06-03,LinkedIn Ads,Video,Retargeting,South,528.59,14851,259,14,2331.29
2025-06-03,Google Ads,Search,Existing Customers,West,745.84,17782,479,64,8142.67
2025-06-03,LinkedIn Ads,Social,Prospecting,South,2553.5,61161,987,30,3127.95
2025-06-04,Meta Ads,Video,Existing Customers,South,531.84,32930,674,39,3798.83
2025-06-04,Google Ads,Search,Retargeting,East,454.03,10519,343,37,5124.4
2025-06-04,Google Ads,Display,Lookalike,South,489.34,10453,376,18,1956.59
2025-06-05,LinkedIn Ads,Social,Prospecting,North,2057.74,57325,916,46,4634.76
2025-06-05,Google Ads,Video,Retargeting,South,112.51,2058,94,8,968.43
2025-06-05,Google Ads,Video,Lookalike,West,364.78,8662,331,14,1773.73
2025-06-06,Google Ads,Social,Retargeting,North,4131.59,110647,3349,473,59792.48
2025-06-06,Google Ads,Display,Prospecting,South,1027.78,23764,846,65,7498.11
2025-06-06,Google Ads,Social,Prospecting,East,341.1,8801,315,15,1767.98
2025-06-06,LinkedIn Ads,Social,Existing Customers,East,681.18,15670,351,15,1930.66
2025-06-07,Google Ads,Display,Prospecting,South,731.37,19768,621,32,3873.76
2025-06-07,LinkedIn Ads,Display,Lookalike,North,1213.25,25259,522,21,2575.61
2025-06-07,YouTube Ads,Search,Existing Customers,North,2314.05,357232,5399,346,50334.75
2025-06-08,Meta Ads,Search,Prospecting,South,901.12,40104,1154,76,8817.18
2025-06-08,Google Ads,Display,Prospecting,West,492.86,8312,367,36,3610.71
2025-06-08,Meta Ads,Social,Lookalike,North,1167.58,47469,1082,51,5732.54
2025-06-09,Google Ads,Social,Prospecting,West,444.62,12340,412,33,4242.75
2025-06-09,Meta Ads,Search,Retargeting,East,357.6,22448,541,57,4722.02
2025-06-09,YouTube Ads,Social,Lookalike,North,222.99,31610,459,25,2073.66
2025-06-09,YouTube Ads,Video,Retargeting,South,253.09,20791,422,19,2499.05
2025-06-10,LinkedIn Ads,Search,Prospecting,North,390.88,8655,158,13,1850.71
2025-06-10,Google Ads,Social,Lookalike,West,325.55,9897,322,21,1936.75
2025-06-10,Meta Ads,Video,Retargeting,East,858.07,60534,1226,74,8643.81
2025-06-11,LinkedIn Ads,Search,Prospecting,South,321.01,12717,184,7,754.66
2025-06-11,Meta Ads,Display,Retargeting,South,90.71,4482,109,6,661.83
2025-06-11,Meta Ads,Search,Existing Customers,East,355.15,29398,558,46,5986.42
2025-06-12,Google Ads,Video,Lookalike,North,515.11,10551,450,30,2751.85
2025-06-12,Google Ads,Display,Retargeting,South,472.26,18606,516,38,3612.66
2025-06-12,Meta Ads,Video,Prospecting,North,1879.52,127279,2865,94,10300.28
2025-06-13,Google Ads,Search,Prospecting,East,469.79,9918,427,24,2697.2
2025-06-13,Google Ads,Social,Prospecting,East,1241.01,45499,1081,74,7010.23
2025-06-13,LinkedIn Ads,Display,Prospecting,South,691.42,10315,267,14,1808.99
2025-06-13,YouTube Ads,Search,Existing Customers,North,681.01,67148,933,33,3830.73
2025-06-14,Meta Ads,Search,Prospecting,South,406.7,22246,502,36,3866.66
2025-06-14,LinkedIn Ads,Search,Lookalike,West,673.76,12080,241,11,1320.97
2025-06-14,YouTube Ads,Video,Prospecting,North,425.71,34046,582,8,901.44
2025-06-15,Google Ads,Display,Prospecting,North,781.8,16889,621,44,5723.28
2025-06-15,Meta Ads,Social,Retargeting,North,600.35,31869,839,68,6677.49
2025-06-15,Meta Ads,Display,Prospecting,West,378.82,18547,448,21,1886.79
2025-06-16,Google Ads,Social,Lookalike,North,1333.83,20332,977,90,9848.14
2025-06-16,LinkedIn Ads,Social,Existing Customers,East,923.83,17548,347,19,2382.05
2025-06-16,Meta Ads,Social,Existing Customers,West,523.14,29266,917,84,8406.7
2025-06-16,Meta Ads,Social,Prospecting,East,769.43,47268,1223,45,4050.92
2025-06-17,Google Ads,Search,Lookalike,South,662.88,23806,602,50,5914.07
2025-06-17,Google Ads,Video,Prospecting,North,398.28,5464,306,22,2229.92
2025-06-17,YouTube Ads,Display,Existing Customers,North,732.82,93740,1268,41,3934.49
2025-06-18,Google Ads,Social,Retargeting,North,467.51,7400,339,28,3706.53
2025-06-18,Google Ads,Social,Prospecting,West,378.75,7592,267,21,2176.18
2025-06-18,Google Ads,Search,Prospecting,North,243.78,4131,175,17,2306.84
2025-06-19,Meta Ads,Video,Prospecting,North,554.45,32672,635,25,2887.81
2025-06-19,Meta Ads,Video,Prospecting,West,1011.93,67376,1659,63,7579.26
2025-06-19,Meta Ads,Video,Existing Customers,South,445.66,27260,573,36,4323.18
2025-06-20,Google Ads,Social,Lookalike,South,3603.07,74249,3453,305,20498.16
2025-06-20,Google Ads,Search,Existing Customers,East,1244.86,37201,1409,166,16948.74
2025-06-20,LinkedIn Ads,Search,Prospecting,East,1634.18,33470,713,46,5185.91
2025-06-20,Meta Ads,Search,Retargeting,West,1173.78,88510,1319,79,9603.64
2025-06-21,Meta Ads,Search,Prospecting,South,2334.24,139034,3012,152,12583.45
2025-06-21,Meta Ads,Search,Retargeting,East,419.7,17815,422,45,5131.58
2025-06-21,LinkedIn Ads,Video,Prospecting,West,132.5,2882,54,3,284.4
2025-06-22,Google Ads,Search,Prospecting,South,523.79,7402,308,40,4768.93
2025-06-22,Meta Ads,Search,Retargeting,South,1006.19,65930,1358,206,23618.06
2025-06-22,Meta Ads,Display,Prospecting,West,772.45,48166,1069,52,6675.92
2025-06-23,Google Ads,Social,Retargeting,North,837.26,20627,893,140,18788.39
2025-06-23,LinkedIn Ads,Display,Lookalike,North,1651.88,48226,576,19,2341.97
2025-06-23,Meta Ads,Social,Prospecting,East,897.32,55228,1351,67,8742.63
2025-06-23,LinkedIn Ads,Video,Existing Customers,West,1176.59,32094,544,21,2465.18
2025-06-24,YouTube Ads,Social,Retargeting,North,380.07,41954,534,21,3482.14
2025-06-24,Meta Ads,Social,Lookalike,West,343.46,16942,396,22,2047.35
2025-06-24,YouTube Ads,Display,Lookalike,West,1998.7,153671,2875,91,9600.54
2025-06-25,Meta Ads,Social,Lookalike,West,747.45,41470,1100,58,7611.02
2025-06-25,YouTube Ads,Social,Lookalike,South,466.84,55398,811,26,3342.27
2025-06-25,Google Ads,Social,Existing Customers,South,467.39,10006,410,44,5881.69
2025-06-26,Meta Ads,Search,Retargeting,East,459.05,21889,563,61,7756.5
2025-06-26,Meta Ads,Display,Prospecting,North,441.53,22072,478,27,2092.39
2025-06-26,Google Ads,Search,Prospecting,West,304.0,8060,249,20,2872.15
2025-06-26,Meta Ads,Search,Retargeting,East,263.96,13607,267,30,3339.9
2025-06-27,YouTube Ads,Search,Prospecting,South,616.67,52804,921,26,3573.08
2025-06-27,Meta Ads,Display,Prospecting,East,476.12,31465,687,30,2351.9
2025-06-27,Google Ads,Social,Prospecting,East,1437.61,37768,1095,67,8014.42
2025-06-28,Google Ads,Display,Retargeting,East,846.9,21707,561,81,8493.41
2025-06-28,Google Ads,Video,Prospecting,West,831.75,12914,525,29,3633.65
2025-06-28,Google Ads,Search,Retargeting,West,431.84,9805,311,42,5069.71
2025-06-29,YouTube Ads,Display,Lookalike,West,647.04,69790,1111,36,4377.2
2025-06-29,Meta Ads,Social,Lookalike,East,885.13,46291,1273,77,7387.31
2025-06-29,Google Ads,Search,Prospecting,East,1115.0,31967,884,67,7636.3
2025-06-30,Meta Ads,Display,Retargeting,South,658.56,32078,700,35,3911.49
2025-06-30,Google Ads,Video,Retargeting,North,1411.64,33735,1145,87,10780.66
2025-06-30,Google Ads,Search,Retargeting,South,703.64,15183,569,66,8765.28
2025-06-30,LinkedIn Ads,Social,Lookalike,West,1171.96,21513,484,30,3531.26
2025-07-01,Meta Ads,Search,Prospecting,North,509.12,43019,745,42,3865.21
2025-07-01,YouTube Ads,Social,Existing Customers,East,215.49,22924,381,22,2778.41
2025-07-01,Meta Ads,Social,Prospecting,North,833.4,42773,1133,64,10367.96
2025-07-02,Meta Ads,Social,Lookalike,South,1121.63,55607,1183,51,7376.03
2025-07-02,LinkedIn Ads,Social,Retargeting,North,1017.45,25114,441,29,1782.36
2025-07-02,YouTube Ads,Search,Prospecting,East,921.04,97382,1575,44,5110.17
2025-07-03,LinkedIn Ads,Display,Lookalike,West,558.08,13941,267,14,1844.89
2025-07-03,YouTube Ads,Display,Prospecting,West,414.34,38241,637,11,1228.9
2025-07-03,LinkedIn Ads,Display,Lookalike,East,1001.95,16823,335,10,1067.18
2025-07-03,YouTube Ads,Search,Retargeting,North,923.59,97695,1228,60,6611.68
2025-07-04,Google Ads,Social,Prospecting,East,486.14,9778,409,27,3373.36
2025-07-04,LinkedIn Ads,Social,Prospecting,North,1439.72,24632,547,26,2452.52
2025-07-04,Meta Ads,Search,Lookalike,South,394.34,24660,561,34,4637.48
2025-07-05,Meta Ads,Search,Prospecting,East,479.04,36343,611,34,3875.73
2025-07-05,Meta Ads,Social,Existing Customers,East,2027.9,124314,2679,220,23325.09
2025-07-05,YouTube Ads,Display,Lookalike,North,1231.09,135379,2103,77,10413.35
2025-07-06,YouTube Ads,Search,Lookalike,West,554.67,76594,935,22,1918.13
2025-07-06,Google Ads,Display,Prospecting,South,843.77,20821,683,57,5985.35
2025-07-06,LinkedIn Ads,Social,Lookalike,West,774.1,24200,338,22,2303.62
2025-07-07,LinkedIn Ads,Display,Existing Customers,East,117.5,2540,51,1,165.88
2025-07-07,Google Ads,Social,Prospecting,East,388.34,7127,257,12,1232.04
2025-07-07,Google Ads,Social,Prospecting,East,677.24,14677,382,16,1219.37
2025-07-07,Google Ads,Social,Prospecting,West,555.17,15690,585,58,6062.59
2025-07-08,LinkedIn Ads,Video,Prospecting,North,821.96,23516,419,10,1232.0
2025-07-08,Meta Ads,Social,Lookalike,East,1458.62,97792,2361,157,20270.82
2025-07-08,YouTube Ads,Social,Retargeting,North,567.98,71248,996,48,7486.93
2025-07-09,Meta Ads,Social,Retargeting,South,351.99,22264,424,40,5612.97
2025-07-09,YouTube Ads,Display,Prospecting,West,864.57,103855,1356,31,3669.86
2025-07-09,Meta Ads,Search,Prospecting,West,566.1,38310,765,59,5838.32
2025-07-10,LinkedIn Ads,Social,Prospecting,South,632.47,13399,242,8,1153.86
2025-07-10,Google Ads,Social,Existing Customers,South,579.07,15663,563,103,12054.62
2025-07-10,Meta Ads,Video,Retargeting,East,3005.73,204210,4341,440,45387.39
2025-07-10,LinkedIn Ads,Social,Prospecting,South,163.14,4077,68,2,214.99
2025-07-11,YouTube Ads,Social,Lookalike,North,543.84,85792,1208,49,4530.48
2025-07-11,LinkedIn Ads,Video,Prospecting,South,698.32,12381,350,12,1279.56
2025-07-11,Google Ads,Social,Prospecting,South,421.3,14377,438,42,4653.77
2025-07-12,Meta Ads,Search,Prospecting,East,1256.35,77597,1544,93,11918.12
2025-07-12,Google Ads,Search,Existing Customers,West,1187.61,15682,993,83,9682.41
2025-07-12,Google Ads,Search,Lookalike,East,678.61,14170,535,92,8481.09
2025-07-13,Meta Ads,Search,Retargeting,South,587.07,63749,1094,128,11024.91
2025-07-13,LinkedIn Ads,Social,Prospecting,East,650.87,16421,344,15,1781.58
2025-07-13,LinkedIn Ads,Display,Prospecting,West,653.91,16034,245,8,930.46
2025-07-13,YouTube Ads,Display,Retargeting,South,665.23,101264,1789,72,7561.61
2025-07-14,LinkedIn Ads,Search,Prospecting,South,619.48,12234,212,4,426.34
2025-07-14,LinkedIn Ads,Social,Existing Customers,North,824.83,27661,460,33,4347.82
2025-07-14,Google Ads,Search,Lookalike,West,1142.15,18563,868,67,9382.0
2025-07-15,Google Ads,Video,Retargeting,West,314.63,8128,315,33,3331.59
2025-07-15,Meta Ads,Search,Lookalike,North,353.59,15833,415,19,2215.4
2025-07-15,YouTube Ads,Social,Existing Customers,South,224.65,14302,232,7,999.8
2025-07-16,Google Ads,Social,Retargeting,South,1229.35,47603,1538,152,15356.55
2025-07-16,Meta Ads,Social,Retargeting,West,823.69,41695,1024,68,7800.87
2025-07-16,Meta Ads,Social,Existing Customers,North,972.14,65924,1803,153,18889.59
2025-07-17,Google Ads,Display,Prospecting,North,276.42,6247,224,15,1370.95
2025-07-17,Meta Ads,Search,Existing Customers,South,2233.44,105366,3206,213,27152.31
2025-07-17,YouTube Ads,Video,Prospecting,East,471.22,45534,796,11,1271.25
2025-07-17,Meta Ads,Social,Retargeting,North,780.87,54910,1255,77,9624.35
2025-07-18,Google Ads,Display,Lookalike,East,1219.79,25559,936,93,8708.15
2025-07-18,YouTube Ads,Display,Retargeting,East,368.54,52097,801,54,6219.69
2025-07-18,Google Ads,Video,Retargeting,West,490.77,12526,350,33,4615.75
2025-07-19,YouTube Ads,Search,Retargeting,North,786.46,98111,1448,68,10362.86
2025-07-19,Google Ads,Search,Prospecting,North,4484.75,134014,4881,387,53422.38
2025-07-19,Meta Ads,Search,Prospecting,North,851.34,44874,916,83,7786.46
2025-07-20,Meta Ads,Search,Prospecting,West,1988.66,119425,2792,138,16990.41
2025-07-20,Google Ads,Social,Retargeting,East,1532.67,27950,982,112,11905.98
2025-07-20,YouTube Ads,Video,Retargeting,East,889.17,73138,1261,64,7687.05
2025-07-20,Google Ads,Video,Prospecting,West,368.01,9230,364,24,2426.4
