date,platform,campaign_type,audience,region,spend,impressions,clicks,conversions,revenue,ctr,conversion_rate,cpc,roas
2025-04-01,LinkedIn Ads,Social,Prospecting,South,517.21,8001,174,7,804.1,0.021747281589801274,0.040229885057471264,2.972471264367816,1.5546876510508303
2025-04-01,LinkedIn Ads,Social,Prospecting,East,448.29,9599,169,10,1174.92,0.01760600062506511,0.05917159763313609,2.6526035502958583,2.620892725690959
2025-04-01,Meta Ads,Display,Existing Customers,North,1913.5,101831,2501,123,15714.29,0.02456030089069144,0.04918032786885246,0.765093962415034,8.212328194408153
2025-04-02,LinkedIn Ads,Display,Lookalike,West,663.53,13786,280,10,987.26,0.020310459886841725,0.03571428571428571,2.36975,1.4878905249197474
2025-04-02,Google Ads,Video,Retargeting,North,1598.16,52693,1700,99,12986.45,0.03226234983773936,0.05823529411764706,0.9400941176470589,8.12587600740852
2025-04-02,Meta Ads,Social,Prospecting,East,494.95,26589,712,22,2494.66,0.02677799089849186,0.03089887640449438,0.6951544943820225,5.040226285483382
2025-04-02,Meta Ads,Social,Lookalike,East,820.72,58466,1122,56,6884.6,0.01919064071426128,0.049910873440285206,0.7314795008912656,8.388488156740424
2025-04-03,YouTube Ads,Display,Lookalike,West,675.21,65026,1122,35,3271.24,0.017254636606895704,0.031194295900178252,0.6017914438502674,4.844774218391315
2025-04-03,Meta Ads,Social,Retargeting,South,232.21,14580,299,15,1676.85,0.020507544581618655,0.05016722408026756,0.7766220735785954,7.22126523405538
2025-04-03,Meta Ads,Display,Existing Customers,North,1771.36,90615,2123,122,17754.83,0.02342879214258125,0.0574658502119642,0.834366462552991,10.023275901002622
2025-04-04,Meta Ads,Social,Prospecting,West,641.13,49149,995,39,5166.06,0.020244562452949196,0.03919597989949749,0.6443517587939699,8.05774179963502
2025-04-04,Google Ads,Search,Prospecting,East,1137.12,31232,1103,98,9863.58,0.035316342213114756,0.08884859474161379,1.0309338168631006,8.674176867876742
2025-04-04,Google Ads,Display,Retargeting,South,429.35,10262,296,18,1893.24,0.028844279867472226,0.060810810810810814,1.4505067567567569,4.409549318737627
2025-04-05,Meta Ads,Search,Existing Customers,South,628.87,33562,772,50,5249.0,0.023002204874560516,0.06476683937823834,0.8145984455958549,8.346717127546233
2025-04-05,Meta Ads,Search,Prospecting,South,398.47,26561,589,51,5262.41,0.022175369903241596,0.0865874363327674,0.6765195246179967,13.206540015559513
2025-04-05,Google Ads,Social,Prospecting,South,1563.18,43549,1383,130,11676.18,0.03175733082275138,0.09399855386840203,1.1302819956616053,7.469504471653936
2025-04-06,Meta Ads,Display,Prospecting,South,857.05,55547,1210,70,7875.9,0.021783354636614037,0.05785123966942149,0.7083057851239669,9.189545534099528
2025-04-06,Meta Ads,Video,Existing Customers,South,888.62,54488,1228,86,11739.71,0.022537072382909997,0.07003257328990228,0.7236319218241042,13.21117012896401
2025-04-06,Google Ads,Search,Prospecting,South,1692.4,43544,1364,104,10490.38,0.03132463714863127,0.07624633431085044,1.2407624633431085,6.198522807846844
2025-04-06,Meta Ads,Search,Retargeting,North,1484.31,63919,1374,177,20066.33,0.021495955819083527,0.12882096069868995,1.0802838427947599,13.51896167242692
2025-04-07,Meta Ads,Video,Existing Customers,West,1151.19,84488,1551,48,5755.85,0.01835763658744437,0.030947775628626693,0.7422243713733075,4.999913133366343
2025-04-07,Google Ads,Search,Prospecting,North,277.82,4065,217,18,2411.86,0.05338253382533825,0.08294930875576037,1.2802764976958525,8.681376430782521
2025-04-07,YouTube Ads,Search,Retargeting,North,445.36,55426,1006,52,5407.55,0.018150326561541516,0.05168986083499006,0.4427037773359841,12.141975031435244
2025-04-08,YouTube Ads,Search,Retargeting,North,364.51,43095,679,23,2406.86,0.0157558881540782,0.033873343151693665,0.5368335787923416,6.603001289402211
2025-04-08,Meta Ads,Social,Lookalike,West,1123.25,47189,1282,72,7183.56,0.027167348322702324,0.056162246489859596,0.876170046801872,6.395334965501892
2025-04-08,Google Ads,Video,Prospecting,South,782.12,26030,638,52,4915.29,0.02451018056089128,0.08150470219435736,1.2258934169278997,6.284572699841457
2025-04-09,Meta Ads,Display,Retargeting,South,283.51,57265,795,69,8592.25,0.013882825460578015,0.08679245283018867,0.35661635220125787,30.306691122006278
2025-04-09,LinkedIn Ads,Display,Prospecting,South,619.18,13849,232,10,1125.68,0.01675211206585313,0.04310344827586207,2.668879310344827,1.8180173778222812
2025-04-09,Meta Ads,Search,Lookalike,North,265.05,15787,271,16,1855.79,0.017166022676886047,0.05904059040590406,0.9780442804428044,7.001660064138841
2025-04-09,LinkedIn Ads,Social,Lookalike,South,676.23,22493,388,23,3172.7,0.01724981105232739,0.059278350515463915,1.742860824742268,4.691746890850745
2025-04-10,Meta Ads,Social,Prospecting,North,238.67,11389,260,16,2223.64,0.02282904557028712,0.06153846153846154,0.9179615384615384,9.316797251435036
2025-04-10,Meta Ads,Search,Prospecting,West,987.15,82267,2136,156,13317.37,0.02596423839449597,0.07303370786516854,0.46214887640449437,13.49072582687535
2025-04-10,Google Ads,Search,Existing Customers,North,894.94,23496,670,79,10806.72,0.028515491998638065,0.11791044776119403,1.3357313432835822,12.075357007173665
2025-04-11,LinkedIn Ads,Social,Prospecting,South,2419.33,52165,1009,38,4524.34,0.019342471005463432,0.03766105054509415,2.397750247770069,1.8700797328185903
2025-04-11,Google Ads,Search,Prospecting,West,1214.63,43829,1538,81,8642.0,0.035090921535969335,0.05266579973992198,0.7897464239271782,7.114923886286358
2025-04-11,Meta Ads,Social,Retargeting,West,531.76,29376,688,50,6044.92,0.023420479302832243,0.07267441860465117,0.7729069767441861,11.367759891680457
2025-04-12,YouTube Ads,Display,Prospecting,East,1191.33,125107,1709,33,2769.53,0.013660306777398547,0.01930953774136922,0.6970918665886483,2.324737897979569
2025-04-12,Google Ads,Search,Prospecting,North,282.2,5168,232,26,3674.52,0.04489164086687306,0.11206896551724138,1.2163793103448275,13.020978029766123
2025-04-12,Meta Ads,Social,Retargeting,South,374.46,21951,474,59,7331.87,0.02159354926882602,0.12447257383966245,0.7899999999999999,19.5798483149068
2025-04-13,Google Ads,Display,Prospecting,North,869.24,16754,807,42,4175.91,0.04816760176674227,0.05204460966542751,1.0771251548946716,4.804093230868345
2025-04-13,LinkedIn Ads,Display,Retargeting,East,172.12,6213,97,6,626.78,0.015612425559311123,0.061855670103092786,1.7744329896907216,3.64152916569835
2025-04-13,Google Ads,Display,Lookalike,South,683.29,13298,532,51,4301.51,0.04000601594224695,0.09586466165413533,1.2843796992481202,6.295291896559295
2025-04-13,YouTube Ads,Social,Retargeting,East,360.65,31672,470,10,1093.49,0.014839605961101288,0.02127659574468085,0.7673404255319148,3.0319977817828923
2025-04-14,Google Ads,Display,Prospecting,East,747.65,16457,543,23,2445.15,0.03299507808227502,0.0423572744014733,1.3768876611418048,3.2704474018591587
2025-04-14,YouTube Ads,Search,Lookalike,West,347.43,48964,823,36,3281.33,0.016808267298423333,0.04374240583232078,0.4221506682867558,9.44457876406758
2025-04-14,LinkedIn Ads,Social,Prospecting,South,922.27,28728,490,6,773.88,0.01705653021442495,0.012244897959183673,1.8821836734693878,0.8391035163238532
2025-04-15,Meta Ads,Search,Lookalike,West,708.85,82717,1127,89,12280.43,0.013624768789970623,0.07897071872227152,0.6289707187222715,17.324440995979405
2025-04-15,LinkedIn Ads,Social,Prospecting,South,1739.44,90151,935,58,6641.44,0.010371487837073355,0.06203208556149733,1.8603636363636364,3.8181483695902125
2025-04-15,LinkedIn Ads,Social,Lookalike,East,703.07,12857,291,20,2189.97,0.022633584817609083,0.06872852233676977,2.416048109965636,3.1148676518696568
2025-04-16,YouTube Ads,Search,Prospecting,East,424.73,36756,688,23,2825.08,0.018718032430079443,0.03343023255813953,0.6173401162790698,6.651472700303722
2025-04-16,Google Ads,Display,Prospecting,West,596.22,13263,652,58,6649.5,0.04915931538867526,0.08895705521472393,0.9144478527607363,11.15276240313978
2025-04-16,Meta Ads,Social,Retargeting,South,292.17,16324,358,34,3247.71,0.021930899289389856,0.09497206703910614,0.8161173184357542,11.11582297977205
2025-04-16,Google Ads,Search,Prospecting,West,911.48,25961,720,69,7124.37,0.027733908555140404,0.09583333333333334,1.2659444444444445,7.816265853337429
2025-04-17,Meta Ads,Search,Prospecting,South,1027.09,76325,1557,100,10966.42,0.02039960694398952,0.06422607578676943,0.65965960179833,10.67717532056587
2025-04-17,Google Ads,Social,Lookalike,South,3484.42,88817,3115,284,33928.73,0.03507211457266064,0.09117174959871589,1.118593900481541,9.737267608382458
2025-04-17,Meta Ads,Social,Lookalike,South,467.26,48331,887,42,4837.06,0.018352610126006082,0.04735062006764374,0.5267869222096956,10.351966785087532
2025-04-18,Meta Ads,Social,Prospecting,East,588.17,29121,862,65,7721.13,0.029600631846433845,0.07540603248259861,0.6823317865429234,13.127378138973427
2025-04-18,Meta Ads,Search,Existing Customers,East,481.47,20290,668,60,5673.44,0.03292262198127156,0.08982035928143713,0.7207634730538922,11.783579454586992
2025-04-18,Meta Ads,Display,Lookalike,North,803.48,45292,1086,79,10030.94,0.023977744414024553,0.072744014732965,0.739852670349908,12.484367999203466
2025-04-19,LinkedIn Ads,Video,Existing Customers,West,897.11,19594,352,18,2236.8,0.01796468306624477,0.05113636363636364,2.5486079545454547,2.493339724225569
2025-04-19,LinkedIn Ads,Social,Lookalike,West,676.13,19008,271,11,1770.44,0.014257154882154881,0.04059040590405904,2.4949446494464946,2.6184905269696657
2025-04-19,Meta Ads,Social,Lookalike,North,1418.27,70713,2055,180,19444.06,0.029061134444868693,0.08759124087591241,0.6901557177615572,13.70970266592398
2025-04-19,Meta Ads,Video,Retargeting,West,468.74,27887,622,31,3745.49,0.022304299494388065,0.04983922829581994,0.7536012861736334,7.990549131714809
2025-04-20,YouTube Ads,Video,Lookalike,East,1328.88,137086,1952,66,10951.11,0.014239236683541719,0.03381147540983607,0.6807786885245902,8.240856962253927
2025-04-20,Google Ads,Social,Existing Customers,North,993.37,22978,877,72,9214.07,0.03816694229262773,0.08209806157354618,1.132690992018244,9.27556700927147
2025-04-20,Google Ads,Video,Prospecting,South,694.55,18223,574,43,4892.65,0.03149865554519014,0.07491289198606271,1.2100174216027875,7.0443452595205525
2025-04-21,Google Ads,Video,Prospecting,West,570.42,14219,511,28,2722.59,0.03593782966453337,0.0547945205479452,1.1162818003913892,4.7729567686967505
2025-04-21,Meta Ads,Display,Prospecting,South,3389.42,307676,5221,241,34344.62,0.01696914936491634,0.04615973951350316,0.6491898103811531,10.13288999297815
2025-04-21,Meta Ads,Social,Existing Customers,West,411.59,19660,526,55,5591.69,0.026754832146490336,0.10456273764258556,0.7824904942965779,13.585582740105444
2025-04-22,LinkedIn Ads,Search,Retargeting,South,849.58,21908,387,34,4171.4,0.017664779989045098,0.08785529715762273,2.195297157622739,4.909955507427199
2025-04-22,Meta Ads,Search,Lookalike,North,429.85,20699,561,45,4791.42,0.02710275858737137,0.08021390374331551,0.7662210338680927,11.14672560195417
2025-04-22,Google Ads,Social,Lookalike,South,2234.41,57294,1934,106,11828.75,0.033755716130833946,0.05480868665977249,1.1553309203722852,5.293903088511062
2025-04-23,YouTube Ads,Social,Existing Customers,East,1245.78,154064,2255,87,8397.13,0.014636774327552187,0.038580931263858094,0.5524523281596452,6.740459792258664
2025-04-23,LinkedIn Ads,Social,Prospecting,East,450.41,13682,198,14,1948.47,0.014471568484139746,0.0707070707070707,2.27479797979798,4.325991874070291
2025-04-23,Google Ads,Social,Lookalike,West,976.79,22951,921,56,6159.98,0.04012897041523245,0.06080347448425624,1.0605754614549403,6.306350392612536
2025-04-23,Meta Ads,Social,Existing Customers,North,827.64,79612,1496,118,11868.28,0.018791137014520422,0.07887700534759358,0.553235294117647,14.339906239427771
2025-04-24,Google Ads,Display,Prospecting,West,500.33,12755,409,31,4264.0,0.03206585652685221,0.07579462102689487,1.2233007334963324,8.52237523234665
2025-04-24,Google Ads,Search,Lookalike,East,1145.83,27423,960,113,11969.59,0.035007110819385186,0.11770833333333333,1.1935729166666667,10.44621802536153
2025-04-24,Google Ads,Search,Prospecting,North,901.56,19121,684,97,11739.22,0.03577218764708959,0.14181286549707603,1.3180701754385964,13.021008030524868
2025-04-25,YouTube Ads,Display,Retargeting,West,805.36,137035,1512,49,6377.13,0.011033677527638924,0.032407407407407406,0.5326455026455027,7.9183594914075695
2025-04-25,Meta Ads,Display,Retargeting,South,681.18,33121,699,31,3829.51,0.021104435252558798,0.044349070100143065,0.9745064377682403,5.621876743298395
2025-04-25,Meta Ads,Video,Prospecting,East,926.36,53849,1367,67,5055.86,0.02538580103623094,0.04901243599122165,0.6776591075347477,5.457770197331491
2025-04-26,LinkedIn Ads,Video,Prospecting,East,812.55,23134,389,9,1147.65,0.016815077375291778,0.02313624678663239,2.0888174807197943,1.4124053904375118
2025-04-26,Meta Ads,Video,Prospecting,North,727.41,56040,1184,35,3961.61,0.021127765881513206,0.02956081081081081,0.614366554054054,5.446185782433566
2025-04-26,YouTube Ads,Social,Prospecting,North,461.47,67983,1050,23,2508.78,0.01544503773002074,0.021904761904761906,0.4394952380952381,5.436496413634689
2025-04-26,LinkedIn Ads,Social,Retargeting,East,2104.91,38985,686,59,6669.16,0.017596511478773887,0.08600583090379009,3.0683819241982504,3.1683824961637317
2025-04-27,Meta Ads,Search,Prospecting,South,353.65,21559,394,26,2236.5,0.018275430214759497,0.06598984771573604,0.8975888324873096,6.3240492011876155
2025-04-27,Meta Ads,Social,Prospecting,North,924.31,53348,1166,70,8292.14,0.021856489465397016,0.060034305317324184,0.7927186963979417,8.971167681838343
2025-04-27,YouTube Ads,Video,Lookalike,North,568.46,63047,1131,28,2532.35,0.01793899789046267,0.02475685234305924,0.5026171529619806,4.454754951975512
2025-04-28,LinkedIn Ads,Social,Lookalike,West,2196.86,45982,685,36,3954.78,0.014897133660997782,0.052554744525547446,3.207094890510949,1.800196644301412
2025-04-28,YouTube Ads,Social,Retargeting,North,389.09,50634,710,85,10014.08,0.014022198522731762,0.11971830985915492,0.5480140845070423,25.73718162892904
2025-04-28,Google Ads,Search,Existing Customers,North,434.05,14436,394,55,7979.36,0.027292878913826545,0.13959390862944163,1.1016497461928934,18.383504204584725
2025-04-29,YouTube Ads,Search,Prospecting,East,372.67,28757,511,15,1503.7,0.01776958653545224,0.029354207436399216,0.7292954990215265,4.034937075696997
2025-04-29,Meta Ads,Search,Lookalike,North,863.79,49914,1080,46,6491.91,0.02163721601153985,0.04259259259259259,0.7998055555555555,7.515611433334491
2025-04-29,Google Ads,Search,Prospecting,East,286.75,5827,175,12,1584.52,0.030032606830272868,0.06857142857142857,1.6385714285714286,5.525789014821273
2025-04-30,Meta Ads,Video,Lookalike,East,512.88,30624,685,31,3325.39,0.022368077324973878,0.04525547445255475,0.7487299270072992,6.483758384027452
2025-04-30,Meta Ads,Social,Existing Customers,East,172.78,14451,256,11,1129.11,0.0177150370216594,0.04296875,0.674921875,6.534957749739553
2025-04-30,Google Ads,Display,Lookalike,South,818.4,27014,785,56,4984.63,0.029059006441104613,0.07133757961783439,1.042547770700637,6.090701368523949
2025-04-30,Meta Ads,Display,Retargeting,West,505.7,55807,944,100,11989.16,0.01691544071532245,0.1059322033898305,0.5356991525423729,23.708048249950565
2025-05-01,LinkedIn Ads,Search,Retargeting,East,266.09,7809,116,19,1932.85,0.014854654885388655,0.16379310344827586,2.293879310344827,7.263895674395881
2025-05-01,Google Ads,Search,Prospecting,South,1417.61,22960,1026,102,13932.02,0.044686411149825786,0.09941520467836257,1.3816861598440544,9.82782288499658
2025-05-01,Meta Ads,Display,Lookalike,North,299.2,19606,378,17,1747.07,0.01927981230235642,0.04497354497354497,0.7915343915343915,5.839137700534759
2025-05-02,Meta Ads,Search,Lookalike,South,1175.08,68002,1627,155,15312.13,0.02392576688920914,0.09526736324523663,0.722237246465888,13.030712802532594
2025-05-02,Google Ads,Video,Existing Customers,North,443.81,15045,453,37,4763.44,0.030109670987038883,0.08167770419426049,0.9797130242825607,10.73306144521304
2025-05-02,YouTube Ads,Search,Retargeting,North,1982.48,191655,3296,138,14165.86,0.017197568547650727,0.041868932038834954,0.6014805825242718,7.14552479722368
2025-05-03,LinkedIn Ads,Display,Prospecting,South,1139.44,26997,404,14,1612.15,0.014964625699151758,0.034653465346534656,2.8203960396039607,1.414861686442463
2025-05-03,Google Ads,Display,Retargeting,North,363.53,8369,295,29,3849.69,0.03524913370773091,0.09830508474576272,1.2323050847457626,10.589745000412622
2025-05-03,YouTube Ads,Search,Prospecting,North,385.67,42725,647,10,1171.1,0.015143358689291984,0.015455950540958269,0.5960896445131376,3.0365338242538953
2025-05-03,YouTube Ads,Search,Prospecting,South,1037.61,89097,2032,66,7733.71,0.02280660403829534,0.03248031496062992,0.5106348425196849,7.4533880745174015
2025-05-04,Google Ads,Video,Prospecting,East,590.24,11401,447,27,3204.7,0.039207087097623015,0.06040268456375839,1.3204474272930649,5.429486310653293
2025-05-04,LinkedIn Ads,Search,Lookalike,North,627.04,26641,431,30,2535.73,0.01617807139371645,0.06960556844547564,1.4548491879350347,4.043968486858893
2025-05-04,Google Ads,Social,Prospecting,South,1600.44,33061,1309,92,11228.88,0.03959347872115181,0.07028265851795264,1.2226432391138273,7.016120566844117
2025-05-05,YouTube Ads,Social,Prospecting,North,430.28,22322,492,11,1296.67,0.02204103574948481,0.022357723577235773,0.8745528455284552,3.013549316723994
2025-05-05,Meta Ads,Search,Prospecting,North,742.8,80027,1313,90,11796.49,0.016406962650105588,0.06854531607006854,0.5657273419649657,15.881112008616048
2025-05-05,Meta Ads,Display,Existing Customers,North,1301.91,99395,1879,95,12917.81,0.0189043714472559,0.05055880787653007,0.6928738690792975,9.922198923120645
2025-05-06,Google Ads,Display,Lookalike,South,1184.42,30740,1031,96,10691.03,0.03353936239427456,0.09311348205625607,1.1488069835111543,9.026384221813208
2025-05-06,YouTube Ads,Social,Prospecting,East,631.02,84225,1172,24,3205.99,0.013915108340753933,0.020477815699658702,0.5384129692832764,5.080647206110741
2025-05-06,Google Ads,Display,Prospecting,West,580.15,12953,427,26,2853.05,0.03296533621554852,0.06088992974238876,1.3586651053864167,4.917779884512626
2025-05-06,Google Ads,Search,Retargeting,East,226.07,6576,182,23,2747.32,0.02767639902676399,0.12637362637362637,1.2421428571428572,12.152519131242537
2025-05-07,Google Ads,Search,Prospecting,East,352.31,6635,299,29,3172.58,0.04506405425772419,0.09698996655518395,1.178294314381271,9.00508075274616
2025-05-07,LinkedIn Ads,Social,Retargeting,West,860.93,22679,316,28,3452.73,0.013933594955685876,0.08860759493670886,2.7244620253164555,4.01046542692205
2025-05-07,Google Ads,Video,Retargeting,South,639.99,16439,555,42,4545.37,0.03376117768720725,0.07567567567567568,1.153135135135135,7.102251597681214
2025-05-08,YouTube Ads,Search,Existing Customers,West,734.94,42083,762,32,4999.31,0.018107074115438538,0.04199475065616798,0.964488188976378,6.802337605790949
2025-05-08,Meta Ads,Search,Prospecting,West,1375.53,85235,1865,140,21183.75,0.02188068281809116,0.07506702412868632,0.7375495978552279,15.400427471592769
2025-05-08,Google Ads,Social,Lookalike,East,323.54,9304,273,14,1830.23,0.029342218400687875,0.05128205128205128,1.1851282051282053,5.656889410892007
2025-05-09,Google Ads,Display,Prospecting,West,600.38,24985,686,48,6851.68,0.027456473884330597,0.06997084548104957,0.8751895043731779,11.41223891535361
2025-05-09,Google Ads,Search,Existing Customers,North,791.35,22364,751,107,10087.71,0.03358075478447505,0.14247669773635152,1.053728362183755,12.747469514121436
2025-05-09,Meta Ads,Social,Existing Customers,West,442.91,26670,512,36,3476.46,0.019197600299962505,0.0703125,0.86505859375,7.84913413560317
2025-05-10,LinkedIn Ads,Display,Lookalike,East,1774.97,49043,916,38,4150.05,0.018677487103154373,0.04148471615720524,1.9377401746724892,2.338095855141214
2025-05-10,Google Ads,Social,Retargeting,North,1263.53,57066,1552,169,19560.42,0.02719657939929205,0.10889175257731959,0.8141301546391753,15.480772122545567
2025-05-10,LinkedIn Ads,Search,Prospecting,North,845.28,16797,350,16,1782.92,0.020837054235875455,0.045714285714285714,2.415085714285714,2.1092655688056032
2025-05-10,Google Ads,Search,Lookalike,East,2246.95,43906,1569,119,10167.55,0.035735434792511275,0.0758444869343531,1.4320905035054174,4.5250450610828015
2025-05-11,LinkedIn Ads,Social,Lookalike,South,264.22,5852,109,5,678.64,0.01862611073137389,0.045871559633027525,2.4240366972477068,2.5684656725456056
2025-05-11,YouTube Ads,Social,Prospecting,South,696.49,65168,1267,46,7073.68,0.019442057451509943,0.036306235201262825,0.549715864246251,10.156183146922425
2025-05-11,LinkedIn Ads,Video,Retargeting,South,888.2,29935,498,30,4141.73,0.016636044763654587,0.060240963855421686,1.7835341365461848,4.663060121594235
2025-05-12,Meta Ads,Social,Retargeting,West,386.3,25847,499,31,4170.72,0.019305915580144696,0.06212424849699399,0.7741482965931864,10.796582966606264
2025-05-12,LinkedIn Ads,Display,Lookalike,South,851.11,19559,319,16,1905.12,0.016309627281558364,0.050156739811912224,2.6680564263322886,2.238394567094735
2025-05-12,Google Ads,Video,Lookalike,North,340.97,11654,394,27,2695.3,0.0338081345460786,0.06852791878172589,0.8654060913705585,7.9048010088864125
2025-05-13,Google Ads,Social,Retargeting,South,1096.57,23089,795,140,16282.77,0.034431980596820996,0.1761006289308176,1.3793333333333333,14.848819500807064
2025-05-13,Google Ads,Social,Retargeting,North,1392.25,35535,1071,134,20488.68,0.030139299282397638,0.12511671335200747,1.299953314659197,14.716236308134315
2025-05-13,Meta Ads,Video,Prospecting,East,835.56,63329,968,56,6085.2,0.01528525635964566,0.05785123966942149,0.8631818181818182,7.282780410742497
2025-05-13,LinkedIn Ads,Search,Prospecting,West,209.93,4917,80,4,427.24,0.016270083384177344,0.05,2.6241250000000003,2.0351545753346354
2025-05-14,Meta Ads,Display,Prospecting,West,373.41,19896,467,32,4317.81,0.023472054684358666,0.06852248394004283,0.7995931477516061,11.563187916767093
2025-05-14,YouTube Ads,Display,Lookalike,East,1010.44,104277,1603,40,5445.05,0.015372517429538633,0.024953212726138492,0.6303431066749844,5.388791021733106
2025-05-14,Google Ads,Search,Retargeting,West,709.71,12363,537,68,6782.17,0.04343605920892987,0.1266294227188082,1.3216201117318436,9.55625537191247
2025-05-15,LinkedIn Ads,Social,Retargeting,South,121.51,2657,68,2,220.59,0.02559277380504328,0.029411764705882353,1.7869117647058825,1.815406139412394
2025-05-15,Google Ads,Search,Prospecting,East,1570.14,43264,1736,132,13987.47,0.04012573964497041,0.07603686635944701,0.9044585253456222,8.90842217891398
2025-05-15,Google Ads,Search,Prospecting,North,765.02,16663,748,75,8719.08,0.044889875772669986,0.10026737967914438,1.0227540106951871,11.39719223026849
2025-05-16,LinkedIn Ads,Social,Retargeting,East,411.04,8469,175,19,2562.46,0.02066359664659346,0.10857142857142857,2.3488,6.234089139743091
2025-05-16,YouTube Ads,Search,Prospecting,East,1336.49,106145,2166,83,8343.78,0.020406048330114467,0.03831948291782087,0.6170313942751616,6.243054568309527
2025-05-16,Meta Ads,Display,Prospecting,North,450.64,19350,594,26,3499.96,0.030697674418604652,0.04377104377104377,0.7586531986531986,7.76664299662702
2025-05-17,Google Ads,Video,Lookalike,East,447.46,7825,325,13,1518.79,0.04153354632587859,0.04,1.3768,3.39424753050552
2025-05-17,Meta Ads,Display,Prospecting,East,883.6,40868,1021,51,8000.44,0.02498287168444749,0.04995102840352596,0.8654260528893242,9.054368492530557
2025-05-17,Google Ads,Search,Prospecting,South,2227.77,66023,2227,184,22215.97,0.03373066961513412,0.08262236192186799,1.00034575662326,9.972290676326551
2025-05-17,YouTube Ads,Search,Retargeting,East,2011.05,224128,3337,152,17214.83,0.014888813535122787,0.04554989511537309,0.60265208270902,8.560120335148307
2025-05-18,LinkedIn Ads,Search,Lookalike,South,884.39,24914,422,31,3885.69,0.016938267640683954,0.07345971563981042,2.0957109004739336,4.393638553127015
2025-05-18,Google Ads,Search,Prospecting,South,945.42,21640,847,58,6318.02,0.039140480591497225,0.06847697756788666,1.116198347107438,6.682765331810201
2025-05-18,Google Ads,Video,Lookalike,North,1170.93,31454,967,66,5457.22,0.030743307687416545,0.06825232678386763,1.2108893485005172,4.660586029907851
2025-05-19,Google Ads,Social,Existing Customers,South,309.22,13721,464,55,6573.83,0.03381677720282778,0.11853448275862069,0.6664224137931035,21.25939460578229
2025-05-19,YouTube Ads,Search,Lookalike,West,1063.99,127024,1247,51,5629.72,0.009817042448671117,0.0408981555733761,0.8532397754611066,5.291139954322879
2025-05-19,Meta Ads,Display,Retargeting,West,434.39,18367,551,55,4748.61,0.02999945554527141,0.0998185117967332,0.7883666061705988,10.93167430189461
2025-05-20,LinkedIn Ads,Social,Lookalike,East,861.0,22833,395,18,2046.34,0.017299522620768188,0.04556962025316456,2.179746835443038,2.3767015098722415
2025-05-20,Meta Ads,Search,Retargeting,East,603.79,25795,616,61,4745.31,0.023880597014925373,0.09902597402597403,0.9801785714285713,7.85920601533646
2025-05-20,Meta Ads,Search,Retargeting,East,969.58,49788,1424,183,19899.72,0.028601269382180446,0.12851123595505617,0.6808848314606741,20.524061964974525
2025-05-20,Google Ads,Social,Retargeting,South,755.85,17405,643,102,12177.24,0.03694340706693479,0.15863141524105753,1.1755054432348366,16.110656876364356
2025-05-21,YouTube Ads,Display,Prospecting,South,94.97,9099,177,2,233.49,0.01945268710847346,0.011299435028248588,0.5365536723163842,2.458565862904075
2025-05-21,Google Ads,Search,Prospecting,East,786.32,18757,525,39,4196.43,0.027989550567788027,0.07428571428571429,1.497752380952381,5.336796723980059
2025-05-21,Meta Ads,Video,Retargeting,West,1062.61,44315,1501,68,7715.31,0.033871149723569895,0.04530313124583611,0.7079347101932044,7.260716537581993
2025-05-22,Meta Ads,Video,Prospecting,South,935.36,47393,1268,52,5246.12,0.026755006013546304,0.04100946372239748,0.7376656151419558,5.608664043790625
2025-05-22,Meta Ads,Display,Retargeting,East,654.85,32831,750,42,4838.18,0.0228442630440742,0.056,0.8731333333333333,7.388226311369016
2025-05-22,YouTube Ads,Search,Retargeting,South,2035.48,164859,3196,148,17174.74,0.01938626341297715,0.04630788485607009,0.6368836045056321,8.437685459940653
2025-05-23,Google Ads,Search,Existing Customers,South,857.03,26516,752,93,9923.02,0.02836023532961231,0.12367021276595745,1.1396675531914893,11.578381153518547
2025-05-23,Meta Ads,Video,Prospecting,South,930.36,51804,1082,39,4672.92,0.020886418037217202,0.036044362292051754,0.8598521256931608,5.022700889978073
2025-05-23,Meta Ads,Social,Retargeting,North,1380.22,44758,1277,108,12928.26,0.028531212297242953,0.08457321848081441,1.080830070477682,9.366811088087406
2025-05-23,Meta Ads,Social,Retargeting,South,886.04,74425,1170,72,8064.59,0.01572052401746725,0.06153846153846154,0.7572991452991452,9.101835131596768
2025-05-24,Google Ads,Display,Prospecting,East,390.48,8601,333,21,3330.16,0.0387164283222881,0.06306306306306306,1.1726126126126126,8.52837533292358
2025-05-24,Google Ads,Search,Prospecting,East,143.48,3141,121,9,1012.21,0.03852276345113021,0.0743801652892562,1.1857851239669421,7.0547114580429335
2025-05-24,Google Ads,Display,Prospecting,West,513.35,7256,362,16,1759.58,0.04988974641675854,0.04419889502762431,1.4180939226519338,3.4276419596766337
2025-05-25,Google Ads,Video,Prospecting,North,1147.91,41752,1099,93,9987.91,0.026322092354857253,0.08462238398544131,1.0445040946314832,8.700952165239434
2025-05-25,Meta Ads,Display,Prospecting,West,556.44,27489,808,36,3510.83,0.029393575612063006,0.04455445544554455,0.6886633663366337,6.3094493566242535
2025-05-25,Meta Ads,Social,Retargeting,West,1178.32,105216,2093,119,15154.19,0.019892411800486617,0.056856187290969896,0.5629813664596273,12.860844252834545
